사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2018-05,5호선,2556,올림픽공원(한국체대),179281,183192,38286,36231,2018-06-03 12:32:49
2018-05,5호선,2557,방이,185821,185837,46441,45681,2018-06-03 12:32:49
2018-05,5호선,2558,오금,96234,95828,18917,18552,2018-06-03 12:32:49
2018-05,5호선,2559,개롱,167791,167500,45748,46589,2018-06-03 12:32:49
2018-05,5호선,2560,거여,166454,154024,54016,52185,2018-06-03 12:32:49
2018-05,5호선,2561,마천,117488,114293,50304,53075,2018-06-03 12:32:49
2018-05,6호선,2611,응암,460295,446795,120573,119334,2018-06-03 12:32:49
2018-05,6호선,2612,역촌,87866,109000,36805,36080,2018-06-03 12:32:49
2018-05,6호선,2613,불광,131492,133974,44239,35197,2018-06-03 12:32:49
2018-05,6호선,2614,독바위,70494,73491,21776,25930,2018-06-03 12:32:49
2018-05,6호선,2615,연신내,25,0,1,0,2018-06-03 12:32:49
2018-05,6호선,2616,구산,201441,134172,58603,59737,2018-06-03 12:32:49
2018-05,6호선,2617,새절(신사),360723,340011,91394,92601,2018-06-03 12:32:49
2018-05,6호선,2618,증산(명지대앞),263782,250833,75323,75692,2018-06-03 12:32:49
2018-05,6호선,2619,디지털미디어시티,367958,410810,57801,57295,2018-06-03 12:32:49
2018-05,6호선,2620,월드컵경기장(성산),202719,216787,67439,63752,2018-06-03 12:32:49
2018-05,6호선,2621,마포구청,359240,314225,84170,77067,2018-06-03 12:32:49
2018-05,6호선,2622,망원,360445,391587,88155,92857,2018-06-03 12:32:49
2018-05,6호선,2623,합정,461810,406657,44773,40005,2018-06-03 12:32:49
2018-05,6호선,2624,상수,328310,382702,23513,24252,2018-06-03 12:32:49
2018-05,6호선,2625,광흥창(서강),236671,227423,59070,58059,2018-06-03 12:32:49
2018-05,6호선,2626,대흥(서강대앞),245250,259869,51791,51455,2018-06-03 12:32:49
2018-05,6호선,2627,공덕,488541,481037,75521,71942,2018-06-03 12:32:49
2018-05,6호선,2628,효창공원앞,196934,183626,43563,40370,2018-06-03 12:32:49
2018-05,6호선,2629,삼각지,214294,170299,18614,14822,2018-06-03 12:32:49
2018-05,6호선,2630,녹사평(용산구청),218505,224875,21900,21182,2018-06-03 12:32:49
2018-05,6호선,2631,이태원,536104,606220,38262,39628,2018-06-03 12:32:49
2018-05,6호선,2632,한강진,231738,278722,16337,16781,2018-06-03 12:32:49
2018-05,6호선,2633,버티고개,64797,54027,15515,17388,2018-06-03 12:32:49
2018-05,6호선,2634,약수,93478,94531,24419,22718,2018-06-03 12:32:49
2018-05,6호선,2635,청구,101360,107677,20887,25420,2018-06-03 12:32:49
2018-05,6호선,2636,신당,241991,248489,41402,40014,2018-06-03 12:32:49
2018-05,6호선,2637,동묘앞,230243,242460,71875,65520,2018-06-03 12:32:49
2018-05,6호선,2638,창신,100257,83676,18363,17425,2018-06-03 12:32:49
2018-05,6호선,2639,보문,213613,192920,36374,34271,2018-06-03 12:32:49
2018-05,6호선,2640,안암(고대병원앞),468498,473614,35559,34360,2018-06-03 12:32:49
2018-05,6호선,2641,고려대(종암),290267,281736,38678,39201,2018-06-03 12:32:49
2018-05,6호선,2642,월곡(동덕여대),350824,328102,79300,79170,2018-06-03 12:32:49
2018-05,6호선,2643,상월곡(한국과학기술연구원),169196,156717,42990,42469,2018-06-03 12:32:49
2018-05,6호선,2644,돌곶이,226851,207554,63518,62613,2018-06-03 12:32:49
2018-05,6호선,2645,석계,351627,352394,80667,81412,2018-06-03 12:32:49
2018-05,6호선,2646,태릉입구,157193,205707,35610,38653,2018-06-03 12:32:49
2018-05,6호선,2647,화랑대(서울여대입구),382972,283438,49630,44666,2018-06-03 12:32:49
2018-05,6호선,2648,봉화산(서울의료원),250300,225053,55429,53849,2018-06-03 12:32:49
2018-05,7호선,2711,장암,71857,26593,9388,6384,2018-06-03 12:32:49
2018-05,7호선,2712,도봉산,267271,315457,47492,66417,2018-06-03 12:32:49
2018-05,7호선,2713,수락산,353705,336340,95807,95678,2018-06-03 12:32:49
2018-05,7호선,2714,마들,307965,276120,80506,80010,2018-06-03 12:32:49
2018-05,7호선,2715,노원,542848,599480,123106,123497,2018-06-03 12:32:49
2018-05,7호선,2716,중계,411781,373045,99293,96807,2018-06-03 12:32:49
2018-05,7호선,2717,하계,537702,505203,114757,109218,2018-06-03 12:32:49
2018-05,7호선,2718,공릉(서울과학기술대),363570,356899,72649,73365,2018-06-03 12:32:49
2018-05,7호선,2719,태릉입구,283068,263921,51903,48686,2018-06-03 12:32:49
2018-05,7호선,2720,먹골,285705,269598,66664,66921,2018-06-03 12:32:49
2018-05,7호선,2721,중화,318588,304142,69310,68036,2018-06-03 12:32:49
2018-05,7호선,2722,상봉(시외버스터미널),488755,464532,75792,71149,2018-06-03 12:32:49
2018-05,7호선,2723,면목,446853,423495,92417,94707,2018-06-03 12:32:49
2018-05,7호선,2724,사가정,416968,407123,100562,99598,2018-06-03 12:32:49
2018-05,7호선,2725,용마산,171472,155578,37440,41004,2018-06-03 12:32:49
2018-05,7호선,2726,중곡,267354,237991,63862,65111,2018-06-03 12:32:49
2018-05,7호선,2727,군자(능동),382927,266996,82522,66320,2018-06-03 12:32:49
2018-05,7호선,2728,어린이대공원(세종대),576156,594463,51466,50840,2018-06-03 12:32:49
2018-05,7호선,2729,건대입구,476193,513334,57938,53245,2018-06-03 12:32:49
2018-05,7호선,2730,뚝섬유원지,329833,320233,45840,45849,2018-06-03 12:32:49
2018-05,7호선,2731,청담,535232,624634,76607,74638,2018-06-03 12:32:49
2018-05,7호선,2732,강남구청,403612,454374,49024,49418,2018-06-03 12:32:49
2018-05,7호선,2733,학동,570108,633188,62224,59527,2018-06-03 12:32:49
2018-05,7호선,2734,논현,533461,591751,54429,54809,2018-06-03 12:32:49
2018-05,7호선,2735,반포,174576,170819,34592,33044,2018-06-03 12:32:49
2018-05,7호선,2736,고속터미널,602887,512083,84281,73573,2018-06-03 12:32:49
2018-05,7호선,2737,내방,378012,391915,69017,67843,2018-06-03 12:32:49
2018-05,7호선,2738,이수,443202,445659,81230,78378,2018-06-03 12:32:49
2018-05,7호선,2739,남성,302035,278093,75171,75732,2018-06-03 12:32:49
2018-05,7호선,2740,숭실대입구(살피재),476765,470135,63490,65062,2018-06-03 12:32:49
2018-05,7호선,2741,상도,318545,315703,63038,59685,2018-06-03 12:32:49
2018-05,7호선,2742,장승배기,269477,257517,80950,82644,2018-06-03 12:32:49
2018-05,7호선,2743,신대방삼거리,426866,397668,96287,98576,2018-06-03 12:32:49
2018-05,7호선,2744,보라매,247969,250560,47554,46854,2018-06-03 12:32:49
2018-05,7호선,2745,신풍,300657,281707,71657,72593,2018-06-03 12:32:49
2018-05,7호선,2746,대림(구로구청),297274,298930,36581,35632,2018-06-03 12:32:49
2018-05,7호선,2747,남구로,441969,462055,62417,63867,2018-06-03 12:32:49
2018-05,7호선,2748,가산디지털단지,1106306,1105755,84901,80327,2018-06-03 12:32:49
2018-05,7호선,2749,철산,657457,674028,103541,103556,2018-06-03 12:32:49
2018-05,7호선,2750,광명사거리,695156,670838,157066,159689,2018-06-03 12:32:49
2018-05,7호선,2751,천왕,228542,208242,49281,49153,2018-06-03 12:32:49
2018-05,7호선,2752,온수(성공회대입구),312118,303978,37876,37926,2018-06-03 12:32:49
2018-05,7호선,2753,까치울,212559,200209,30524,30045,2018-06-03 12:32:49
2018-05,7호선,2754,부천종합운동장,148125,122748,20618,19802,2018-06-03 12:32:49
2018-05,7호선,2755,춘의,253431,247493,31936,31947,2018-06-03 12:32:49
2018-05,7호선,2756,신중동,402714,398719,53361,51920,2018-06-03 12:32:49
2018-05,7호선,2757,부천시청,346106,348542,50561,48749,2018-06-03 12:32:49
2018-05,7호선,2758,상동,405848,423563,50187,50735,2018-06-03 12:32:49
2018-05,7호선,2759,삼산체육관,148630,129426,26950,26114,2018-06-03 12:32:49
2018-05,7호선,2760,굴포천,255998,266601,35800,36618,2018-06-03 12:32:49
2018-05,7호선,2761,부평구청,338612,268247,32513,29115,2018-06-03 12:32:49
2018-05,8호선,2811,암사,487699,417022,99152,97129,2018-06-03 12:32:49
2018-05,8호선,2812,천호(풍납토성),496397,578705,98435,92479,2018-06-03 12:32:49
2018-05,8호선,2813,강동구청,278241,282456,67031,67907,2018-06-03 12:32:49
2018-05,8호선,2814,몽촌토성(평화의문),203716,212193,47164,46358,2018-06-03 12:32:49
2018-05,8호선,2815,잠실(송파구청),383144,468376,68167,64220,2018-06-03 12:32:49
2018-05,8호선,2816,석촌,219972,231415,64424,65238,2018-06-03 12:32:49
2018-05,8호선,2817,송파,138745,136809,38020,37680,2018-06-03 12:32:49
2018-05,8호선,2818,가락시장,169934,208249,55575,55769,2018-06-03 12:32:49
2018-05,8호선,2819,문정,459820,479671,52695,52129,2018-06-03 12:32:49
2018-05,8호선,2820,장지,504784,488039,75708,72661,2018-06-03 12:32:49
2018-05,8호선,2821,복정,327393,263105,51131,45868,2018-06-03 12:32:49
2018-05,8호선,2822,산성,152835,145022,36045,39524,2018-06-03 12:32:49
2018-05,8호선,2823,남한산성입구(성남법원.검찰청),399327,366807,80607,78201,2018-06-03 12:32:49
2018-05,8호선,2824,단대오거리,306231,278824,71409,67246,2018-06-03 12:32:49
2018-05,8호선,2825,신흥,106047,115432,43714,45454,2018-06-03 12:32:49
2018-05,8호선,2826,수진,127128,115451,47088,46857,2018-06-03 12:32:49
2018-05,8호선,2827,모란,100628,80421,58274,41418,2018-06-03 12:32:49
2018-05,9호선,4101,개화,185336,119564,39441,31047,2018-06-03 12:32:49
2018-05,9호선,4102,김포공항,290178,358230,21785,23685,2018-06-03 12:32:49
2018-05,9호선,4103,공항시장,67052,74839,22814,24916,2018-06-03 12:32:49
2018-05,9호선,4104,신방화,209307,202483,47123,47091,2018-06-03 12:32:49
2018-05,9호선,4105,마곡나루,209127,199909,15369,15475,2018-06-03 12:32:49
2018-05,9호선,4106,양천향교,214715,215642,41353,40700,2018-06-03 12:32:49
2018-05,9호선,4107,가양,516700,495488,129211,125483,2018-06-03 12:32:49
2018-05,9호선,4108,증미,172095,175601,42659,43706,2018-06-03 12:32:49
2018-05,9호선,4109,등촌,244583,241132,82209,83192,2018-06-03 12:32:49
2018-05,9호선,4110,염창,444224,421502,65476,64350,2018-06-03 12:32:49
2018-05,9호선,4111,신목동,107309,94376,20905,19742,2018-06-03 12:32:49
2018-05,9호선,4112,선유도,186236,183962,26688,26405,2018-06-03 12:32:49
2018-05,9호선,4113,당산,493653,466242,65401,60712,2018-06-03 12:32:49
2018-05,9호선,4114,국회의사당,427203,437781,55199,48979,2018-06-03 12:32:49
2018-05,9호선,4115,여의도,534483,516482,42858,38442,2018-06-03 12:32:49
2018-05,9호선,4116,샛강,128357,136049,27206,27594,2018-06-03 12:32:49
2018-05,9호선,4117,노량진,790124,818775,89630,92862,2018-06-03 12:32:49
2018-05,9호선,4118,노들,114770,96629,32611,30368,2018-06-03 12:32:49
2018-05,9호선,4119,흑석(중앙대입구),290583,293434,54139,55591,2018-06-03 12:32:49
2018-05,9호선,4120,동작(현충원),56070,42090,18454,16088,2018-06-03 12:32:49
2018-05,9호선,4121,구반포,72277,79581,24391,25142,2018-06-03 12:32:49
2018-05,9호선,4122,신반포,90546,90701,26075,26870,2018-06-03 12:32:49
2018-05,9호선,4123,고속터미널,387176,623072,53525,67105,2018-06-03 12:32:49
2018-05,9호선,4124,사평,69660,64997,14784,14464,2018-06-03 12:32:49
2018-05,9호선,4125,신논현,853163,868672,53232,50918,2018-06-03 12:32:49
2018-05,공항철도 1호선,4201,서울역,348879,291794,35349,31183,2018-06-03 12:32:49
2018-05,공항철도 1호선,4202,공덕,52589,70454,6962,7532,2018-06-03 12:32:49
2018-05,공항철도 1호선,4203,홍대입구,307224,311378,18665,18043,2018-06-03 12:32:49
2018-05,공항철도 1호선,4204,디지털미디어시티,352644,300173,23052,21614,2018-06-03 12:32:49
2018-05,공항철도 1호선,4207,김포공항,307048,197663,19819,15695,2018-06-03 12:32:49
2018-05,공항철도 1호선,4208,계양,317909,291418,32979,31966,2018-06-03 12:32:49
2018-05,공항철도 1호선,4209,검암,252028,251433,25385,25830,2018-06-03 12:32:49
2018-05,공항철도 1호선,4210,청라국제도시,170032,161878,10526,10369,2018-06-03 12:32:49
2018-05,공항철도 1호선,4211,운서,169453,175336,25584,25589,2018-06-03 12:32:49
2018-05,공항철도 1호선,4212,공항화물청사,65501,75838,8130,7933,2018-06-03 12:32:49
2018-05,공항철도 1호선,4213,인천공항1터미널,420467,413580,38841,37040,2018-06-03 12:32:49
2018-05,공항철도 1호선,4215,인천공항2터미널,142841,121514,16896,15537,2018-06-03 12:32:49
2018-05,공항철도 1호선,4217,영종,53744,54192,15047,15031,2018-06-03 12:32:49
2018-05,9호선2단계,4126,언주,216886,218980,24809,24824,2018-06-03 12:32:49
2018-05,9호선2단계,4127,선정릉,188820,198350,20800,20551,2018-06-03 12:32:49
2018-05,9호선2단계,4128,삼성중앙,131044,137443,21700,21771,2018-06-03 12:32:49
2018-05,9호선2단계,4129,봉은사,398784,389617,42806,40902,2018-06-03 12:32:49
2018-05,9호선2단계,4130,종합운동장,187486,151655,17766,14736,2018-06-03 12:32:49
2018-05,우이신설선,4701,북한산우이,66210,59408,38864,38926,2018-06-03 12:32:49
2018-05,우이신설선,4702,솔밭공원,47225,44822,26189,27512,2018-06-03 12:32:49
2018-05,우이신설선,4703,4.19민주묘지,81796,82544,29960,28111,2018-06-03 12:32:49
2018-05,우이신설선,4704,가오리,79035,75098,43813,44760,2018-06-03 12:32:49
2018-05,우이신설선,4705,화계,60118,53348,38377,39668,2018-06-03 12:32:49
2018-05,우이신설선,4706,삼양,38139,39951,25452,28692,2018-06-03 12:32:49
2018-05,우이신설선,4707,삼양사거리,39550,41589,33195,34498,2018-06-03 12:32:49
2018-05,우이신설선,4708,솔샘,132385,119276,33778,34619,2018-06-03 12:32:49
2018-05,우이신설선,4709,북한산보국문,144718,127651,40437,41250,2018-06-03 12:32:49
2018-05,우이신설선,4710,정릉,90743,77131,43244,41157,2018-06-03 12:32:49
2018-05,우이신설선,4711,성신여대입구(돈암),95736,103276,32051,28884,2018-06-03 12:32:49
2018-05,우이신설선,4712,보문,32781,33347,15760,15983,2018-06-03 12:32:49
2018-05,우이신설선,4713,신설동,34917,39710,17562,15674,2018-06-03 12:32:49
